"GeneA","GeneB"
"ANXA1","HSPA1B"
"ANXA1","HSPA1A"
"ANXA1","KLHL23"
"ANXA1","RPS18"
"CTSL","TNS3"
"CTSL","RABEPK"
"CTSL","DERL1"
"CTSL","CLCA2"
"CTSL","PGD"
"CTSL","CTSK"
"CTSL","AHSG"
"CTSL","IGFBP3"
"CTSL","GSN"
"CTSL","SERPING1"
"CTSL","ATM"
"CTSL","QDPR"
"CTSL","SACS"
"CTSL","RANBP2"
"CTSL","KCNMA1"
"CTSL","TIAM1"
"CTSL","PCDH1"
"CTSL","APOA2"
"CTSL","CSTB"
"CTSL","ALB"
"CTSL","PPBP"
"CTSL","CDCP1"
"CTSL","ITGA2"
"CTSL","GEM"
"CTSL","SERTAD3"
"CTSL","KRT1"
"CTSL","ZNF232"
"CTSL","CXCL8"
"CTSL","CST1"
"CTSL","KRT13"
"CTSL","FGA"
"CTSL","TLN2"
"CTSL","ADGRG2"
"CTSL","KIAA1551"
"CTSL","ZBTB33"
"CTSL","PCED1B"
"CTSL","F2"
"CTSL","COL18A1"
"CTSL","PDE4B"
"CTSL","KRT6B"
"CTSL","KRT5"
"CTSL","RXRA"
"CTSL","KRT10"
"CTSL","KRT14"
"CTSL","ZNF292"
"CTSL","SERPINB13"
"CTSL","CFD"
"CTSL","MYL4"
"CTSL","KRT6A"
"CTSL","IGHA1"
"AGTPBP1","TMOD1"
"AGTPBP1","TNIK"
"AGTPBP1","FOS"
"AGTPBP1","TBC1D8"
"AGTPBP1","NYNRIN"
"GOLM1","NIPSNAP3A"
"GOLM1","FLOT1"
"GOLM1","SLC40A1"
"GOLM1","SLC39A4"
"GOLM1","MED22"
"GOLM1","DCK"
"GOLM1","FTH1"
"GOLM1","FOS"
"GOLM1","CHRNA9"
"GOLM1","KCNE3"
"GOLM1","FAM20C"
"GOLM1","DEXI"
"GOLM1","C1orf174"
"PSAT1","CAB39"
"PSAT1","MYC"
"PSAT1","APP"
"PSAT1","EIF3M"
"PSAT1","BAG3"
"PSAT1","TNIK"
"PSAT1","TAGLN2"
"PSAT1","HPRT1"
"PSAT1","SGPL1"
"PSAT1","STAT6"
"PSAT1","ARF4"
"PSAT1","FASN"
"PSAT1","PPID"
"PSAT1","TUBB6"
"PSAT1","SHTN1"
"PSAT1","FLNA"
"PSAT1","NTRK1"
"PSAT1","PNP"
"PSAT1","HSPA1B"
"PSAT1","HSPA1A"
"PSAT1","PRKDC"
"TAOK3","ATM"
"TAOK3","LRRK2"
"TAOK3","CTR9"
"FBXO21","NOV"
"FBXO21","ARSG"
"FBXO21","TERF1"
"FBXO21","PRKCA"
"FBXO21","EID2"
"TBX3","KIF21A"
"TBX3","HNRNPLL"
"TBX3","CDCA5"
"TBX3","SMAD3"
"TBX3","PLEKHF2"
"TBX3","CA8"
"OASL","MBD1"
"OASL","CD14"
"OASL","SEZ6L2"
"OASL","SIRT7"
"HRK","BCL2A1"
"HRK","MCL1"
"HRK","BNC1"
"HRK","BCL2L1"
"HRK","BCL2"
"P2RX4","GALNT1"
"P2RX4","WNT4"
"P2RX4","TMEM246"
"P2RX4","SAAL1"
"P2RX4","CSGALNACT2"
"P2RX4","PLD6"
"P2RX4","DNAJC19"
"DTX1","DTX3L"
"DTX1","CRK"
"DTX1","UBE2C"
"DTX1","GRB2"
"DTX1","UBE2N"
"DTX1","TAX1BP3"
"TMEM243","TMPRSS2"
"CCDC146","RINT1"
"CCDC146","MED4"
"CCDC146","CDR2"
"CCDC146","KIFC3"
"CCDC146","MIPOL1"
"CCDC146","CENPH"
"CCDC146","GPRASP2"
"CCDC146","HSF2BP"
"CCDC146","CCNDBP1"
"CCDC146","GOLGA2"
"CCDC146","KRT86"
"CCDC146","KRT19"
"CCDC146","PNMA1"
"CCDC146","PDE4DIP"
"CCDC146","MAGEA11"
"CCDC146","NAP1L2"
"CCDC146","KRT40"
"TMEM60","TMEM237"
"TMEM60","ASGR2"
"TMEM60","TMPRSS2"
"CD36","THBS1"
"CD36","COL2A1"
"CD36","COL6A1"
"CD36","APP"
"CD36","ITGB1"
"CD36","COL1A2"
"CD36","PTK2"
"CD36","YES1"
"CD36","COL4A1"
"CD36","SRC"
"CD36","LYN"
"PNPLA8","SYNCRIP"
"PNPLA8","SGTB"
"RINT1","LMO2"
"RINT1","RB1"
"RINT1","C1orf35"
"RINT1","NBAS"
"RINT1","JMY"
"RINT1","SFR1"
"RINT1","F2RL1"
"RINT1","NFIL3"
"RINT1","GFI1B"
"RINT1","MCM7"
"RINT1","NAB2"
"RINT1","KRT1"
"RINT1","CCDC88B"
"RINT1","STX18"
"RINT1","FAM161A"
"RINT1","BFSP2"
"RINT1","ZWILCH"
"RINT1","SGF29"
"RINT1","FOXL1"
"RINT1","TSEN54"
"RINT1","TSHZ2"
"RINT1","SCFD2"
"RINT1","COPB2"
"RINT1","KNTC1"
"RINT1","ESRRG"
"RINT1","ZNF655"
"RINT1","NTRK1"
"RINT1","CCHCR1"
"RINT1","FANCG"
"RINT1","UTP14C"
"SRPK2","ZSCAN9"
"SRPK2","GABARAPL1"
"SRPK2","ARRB2"
"SRPK2","CD53"
"SRPK2","RIT1"
"SRPK2","C1orf35"
"SRPK2","CASK"
"SRPK2","HIRIP3"
"SRPK2","NGLY1"
"SRPK2","IFIT5"
"SRPK2","SREK1"
"SRPK2","SRSF12"
"SRPK2","RWDD2B"
"SRPK2","NPM2"
"SRPK2","MPP3"
"SRPK2","RPL39L"
"SRPK2","FOXQ1"
"SRPK2","TRA2A"
"SRPK2","ZMAT4"
"SRPK2","ARHGAP12"
"SRPK2","ENOX2"
"SRPK2","DDX21"
"SRPK2","ALKBH3"
"SRPK2","SNRPD1"
"SRPK2","AHCYL1"
"SRPK2","TNIP2"
"SRPK2","ZRSR2"
"SRPK2","CHRNA5"
"SRPK2","BRD3"
"SRPK2","PDE7B"
"SRPK2","RSRC1"
"SRPK2","YPEL2"
"SRPK2","DRAP1"
"SRPK2","CLK2"
"SRPK2","JUN"
"SRPK2","UBE2E2"
"SRPK2","HMCES"
"SRPK2","FOXL2"
"SRPK2","SDR42E1"
"SRPK2","PPIA"
"SRPK2","PELI1"
"SRPK2","EIF1AY"
"SRPK2","EPS8L3"
"SRPK2","C1orf174"
"SRPK2","CSAG1"
"SRPK2","C4orf46"
"SRPK2","MAGEB1"
"SRPK2","RPL41"
"TES","SPRY2"
"TES","TLN1"
"TES","IQGAP1"
"TES","FCGR2A"
"TES","ENAH"
"TES","GRIP1"
"TES","KAT6B"
"TES","NECAP2"
"TES","ZYX"
"TES","TNFAIP8L2"
"TES","RAB8B"
"TES","FGB"
"TES","SSSCA1"
"TES","JUN"
"TES","RNF135"
"TES","ATP6AP2"
"TES","ARAP1"
"TES","EVL"
"TES","FLNA"
"MTO1","VPS26B"
"MTO1","BPNT1"
"MTO1","THBS3"
"ADGRB3","ZNF24"
"ANKRD6","AXIN2"
"ANKRD6","CSNK1E"
"SYNCRIP","NAT10"
"SYNCRIP","TLN1"
"SYNCRIP","HMGA1"
"SYNCRIP","UACA"
"SYNCRIP","CEP55"
"SYNCRIP","GABARAPL1"
"SYNCRIP","DNAJA4"
"SYNCRIP","IQGAP1"
"SYNCRIP","MAP1LC3B"
"SYNCRIP","SS18"
"SYNCRIP","APP"
"SYNCRIP","INTS7"
"SYNCRIP","TMEM177"
"SYNCRIP","ZC3H8"
"SYNCRIP","MEPCE"
"SYNCRIP","PRPS1"
"SYNCRIP","BIN3"
"SYNCRIP","MRPS28"
"SYNCRIP","ZEB1"
"SYNCRIP","A1CF"
"SYNCRIP","MKI67"
"SYNCRIP","PLCB3"
"SYNCRIP","HMGA2"
"SYNCRIP","DLAT"
"SYNCRIP","HNRNPU"
"SYNCRIP","EEF1A1"
"SYNCRIP","NSMCE2"
"SYNCRIP","CUL4B"
"SYNCRIP","IGF2BP1"
"SYNCRIP","PCSK7"
"SYNCRIP","RACGAP1"
"SYNCRIP","USP1"
"SYNCRIP","VCAM1"
"SYNCRIP","STT3B"
"SYNCRIP","APBB2"
"SYNCRIP","PTTG1"
"SYNCRIP","RAD21"
"SYNCRIP","RPUSD4"
"SYNCRIP","RET"
"SYNCRIP","IKBIP"
"SYNCRIP","MCM7"
"SYNCRIP","CENPV"
"SYNCRIP","ANKRD11"
"SYNCRIP","ZNF598"
"SYNCRIP","SDC2"
"SYNCRIP","CCDC8"
"SYNCRIP","PCDH7"
"SYNCRIP","USP32"
"SYNCRIP","INSR"
"SYNCRIP","GAA"
"SYNCRIP","TLN2"
"SYNCRIP","PAIP1"
"SYNCRIP","RUVBL1"
"SYNCRIP","NUPR1"
"SYNCRIP","JUN"
"SYNCRIP","GRB2"
"SYNCRIP","SLC25A20"
"SYNCRIP","MTA1"
"SYNCRIP","RPS27L"
"SYNCRIP","MAPT"
"SYNCRIP","SIRT7"
"SYNCRIP","H2AFX"
"SYNCRIP","NTRK1"
"SYNCRIP","HSPA1B"
"SYNCRIP","HSPA1A"
"SYNCRIP","HLA-B"
"SYNCRIP","PPIL3"
"SYNCRIP","PI4KA"
"SYNCRIP","MRPL33"
"SYNCRIP","APOBEC3D"
"SYNCRIP","PRKDC"
"SNX14","TEX264"
"SNX14","C3AR1"
"SNX14","CHRNA9"
"SNX14","ATL3"
"SNX14","PMEL"
"SNX14","TLR5"
"NT5E","USP3"
"NT5E","DEGS1"
"NT5E","TMEM177"
"NT5E","SLC16A2"
"NT5E","GJA1"
"NT5E","SAR1B"
"NT5E","RDH13"
"NT5E","VANGL2"
"NT5E","FLVCR1"
"NT5E","DNAAF5"
"NT5E","CYP2S1"
"NT5E","GLMN"
"NT5E","ATR"
"NT5E","RHOG"
"NT5E","NR2F2"
"NT5E","SLC26A6"
"MRAP2","TEX2"
"MRAP2","APP"
"MRAP2","LRP12"
"MRAP2","UGCG"
"MRAP2","RNF149"
"MRAP2","WDR41"
"MRAP2","CD320"
"MRAP2","ADRB2"
"MRAP2","GOLIM4"
"MRAP2","ZDHHC13"
"MRAP2","SLC25A20"
"MRAP2","MYADM"
"MRAP2","PTPN1"
"MRAP2","LRP10"
"MRAP2","BMPR2"
"ORC3","CDK4"
"ORC3","APP"
"ORC3","HIST1H4H"
"ORC3","LRWD1"
"ORC3","FOXQ1"
"ORC3","ORC5"
"ORC3","QSOX2"
"ORC3","MCM7"
"ORC3","CCNE2"
"ORC3","FOXL1"
"ORC3","FOXE1"
"ORC3","HIST1H4C"
"ORC3","MCMBP"
"ORC3","NTRK1"
"PRR5L","MLST8"
"LMO2","CALCOCO2"
"LMO2","VEZF1"
"LMO2","RB1"
"LMO2","RPRD1A"
"LMO2","LMO4"
"LMO2","TUFT1"
"LMO2","SSBP2"
"LMO2","MSN"
"LMO2","MBIP"
"LMO2","MAGEA8"
"LMO2","WDYHV1"
"LMO2","SSBP3"
"LMO2","DHRS4"
"LMO2","ISL2"
"LMO2","PDE9A"
"LMO2","RUSC1"
"LMO2","IKZF3"
"LMO2","TAL1"
"LMO2","REL"
"LMO2","CLHC1"
"LMO2","YEATS2"
"LMO2","CDC25A"
"LMO2","KBTBD6"
"LMO2","MAPRE2"
"LMO2","GOLGA2"
"LMO2","KRT80"
"LMO2","IRF2BP2"
"LMO2","STAT3"
"LMO2","MN1"
"LMO2","LDB2"
"LMO2","KRT15"
"LMO2","ZNF24"
"LMO2","DDIT3"
"LMO2","SMAD2"
"LMO2","DRAP1"
"LMO2","MEX3C"
"LMO2","AGTRAP"
"LMO2","POLR2L"
"LMO2","GRB2"
"LMO2","MRFAP1L1"
"LMO2","GATA2"
"LMO2","SHARPIN"
"LMO2","YOD1"
"LMO2","MEX3D"
"LMO2","LDOC1"
"LMO2","FHL3"
"LMO2","AHNAK2"
"LMO2","IKZF1"
"LMO2","KANK2"
"LMO2","ZNF655"
"LMO2","SGTB"
"LMO2","PAX9"
"LMO2","EHMT2"
"LMO2","KRT40"
"LMO2","KLHL23"
"LMO2","N4BP2L2"
"NAT10","LYAR"
"NAT10","HNRNPU"
"NAT10","VCAM1"
"NAT10","MNDA"
"NAT10","IFI16"
"NAT10","MEX3C"
"NAT10","JUN"
"NAT10","NPM1"
"EHF","APP"
"EHF","FRZB"
"EHF","ELF3"
"EHF","CST6"
"ELF5","FRZB"
"PRRG4","MYC"
"PRRG4","YAP1"
"PRRG4","BCL10"
"PRRG4","HLA-C"
"CD63","SDCBP"
"CD63","TSPAN3"
"CD63","ITGB1"
"CD63","PI4K2A"
"CD63","KIT"
"CD63","ITGB2"
"CD63","F2"
"CD63","SRC"
"CD63","HLA-DRA"
"CD63","PI4KA"
"CD63","HLA-DMB"
"PRPH","GABARAPL1"
"PRPH","KIFC3"
"PRPH","PPP1R18"
"PRPH","HNRNPU"
"PRPH","PPP2R2B"
"PRPH","PRKAA2"
"PRPH","SYNC"
"PRPH","KRT19"
"PRPH","KRT15"
"PRPH","KRT20"
"PRPH","TCEA2"
"PRPH","JUN"
"PRPH","KRT14"
"PRPH","MYO5A"
"PRPH","STK38L"
"AVIL","DUS3L"
"AVIL","MYO1F"
"AVIL","CRK"
"AVIL","USP47"
"GDF11","APP"
"GDF11","LIPH"
"GDF11","ANTXR1"
"ITGA7","CHRNA1"
"ITGA7","ITGB1"
"ITGA7","CD151"
"ITGA7","FHL3"
"TESPA1","ITPR1"
"TESPA1","GRB2"
"CDK4","DHX9"
"CDK4","DBNL"
"CDK4","MYC"
"CDK4","GABARAPL1"
"CDK4","LNX2"
"CDK4","RB1"
"CDK4","IQGAP1"
"CDK4","IRF8"
"CDK4","ARRB2"
"CDK4","APP"
"CDK4","PGD"
"CDK4","SETDB1"
"CDK4","SNCA"
"CDK4","CCNA2"
"CDK4","UHRF2"
"CDK4","CDKN2B"
"CDK4","CDKN2A"
"CDK4","UCHL1"
"CDK4","CUL4B"
"CDK4","IKZF3"
"CDK4","SLBP"
"CDK4","ANKRA2"
"CDK4","CDK5"
"CDK4","OTX2"
"CDK4","IFI27"
"CDK4","SMAD3"
"CDK4","MAPRE2"
"CDK4","CDT1"
"CDK4","TK1"
"CDK4","SHOX2"
"CDK4","QARS"
"CDK4","EIF1AX"
"CDK4","CEP135"
"CDK4","SMAD2"
"CDK4","CSTF3"
"CDK4","CDK5R1"
"CDK4","ZNF101"
"CDK4","LIMK2"
"CDK4","COPB2"
"CDK4","CIB1"
"CDK4","H1F0"
"CDK4","PTPN1"
"CDK4","SERTAD1"
"CDK4","ZNF655"
"CDK4","NTRK1"
"CDK4","DDAH2"
"CDK4","RGL2"
"CDK4","LYN"
"PPP1R1A","JMY"
"PPP1R1A","RRAGA"
"PPP1R1A","PRMT6"
"TFCP2","MDM2"
"TFCP2","SDCBP"
"TFCP2","PAPSS1"
"TFCP2","FARS2"
"TFCP2","IRAK1BP1"
"TFCP2","DNAJC5B"
"TFCP2","GJA1"
"TFCP2","RBMS1"
"TFCP2","ANKRD29"
"TFCP2","ZCCHC10"
"TFCP2","WNT4"
"TFCP2","AIM2"
"TFCP2","FOXQ1"
"TFCP2","MAP1A"
"TFCP2","TCEA2"
"TFCP2","NABP1"
"TFCP2","ZCCHC12"
"TFCP2","SMAD2"
"TFCP2","JUN"
"TFCP2","FOXE1"
"TFCP2","PLCB1"
"TFCP2","TCEAL2"
"TFCP2","MRPL40"
"TFCP2","SHTN1"
"TFCP2","CALM1"
"TFCP2","PRMT6"
"TFCP2","GPANK1"
"PAN2","DHX9"
"PAN2","TMOD1"
"PAN2","RNF144B"
"PAN2","UACA"
"PAN2","KIF11"
"PAN2","TMOD3"
"PAN2","TPM1"
"PAN2","TOB1"
"PAN2","EFHD2"
"PAN2","PFDN2"
"PAN2","CEP170"
"PAN2","PARP1"
"PAN2","MYO10"
"PAN2","RPL37"
"PAN2","RBMX"
"PAN2","ATP6V1B2"
"PAN2","INA"
"PAN2","HNRNPU"
"PAN2","PTPRD"
"PAN2","MRPL39"
"PAN2","AIFM1"
"PAN2","NSMCE2"
"PAN2","MYO1E"
"PAN2","HIST1H4H"
"PAN2","IGF2BP1"
"PAN2","SQSTM1"
"PAN2","NEXN"
"PAN2","CLASP2"
"PAN2","ALB"
"PAN2","CMBL"
"PAN2","RPS14"
"PAN2","COL1A2"
"PAN2","CFL2"
"PAN2","QSOX2"
"PAN2","PACSIN3"
"PAN2","NOLC1"
"PAN2","RPL27A"
"PAN2","SNRPD1"
"PAN2","MYO5B"
"PAN2","TPM4"
"PAN2","RPL13"
"PAN2","TUBA1A"
"PAN2","KRT1"
"PAN2","KRT8"
"PAN2","KRT19"
"PAN2","GNB2"
"PAN2","GNG12"
"PAN2","CFL1"
"PAN2","JUP"
"PAN2","RPL15"
"PAN2","MARCKSL1"
"PAN2","LSM1"
"PAN2","YES1"
"PAN2","LMNB2"
"PAN2","MEX3C"
"PAN2","MYO1D"
"PAN2","BASP1"
"PAN2","PAWR"
"PAN2","PLEC"
"PAN2","FARSA"
"PAN2","PCGF5"
"PAN2","ALYREF"
"PAN2","TMEM173"
"PAN2","KRT10"
"PAN2","TUBB4B"
"PAN2","TUBB"
"PAN2","MYL6B"
"PAN2","MYO6"
"PAN2","HIST1H4C"
"PAN2","KIAA1671"
"PAN2","SVIL"
"PAN2","RPS26"
"PAN2","HELZ"
"PAN2","SH3BGRL2"
"PAN2","HSPA1B"
"PAN2","HSPA1A"
"PAN2","MT1M"
"PAN2","KRT6A"
"PAN2","STK38L"
"PAN2","MYCBP"
"PAN2","RPS18"
"PAN2","HBB"
"PAN2","PRKDC"
"PAN2","LYN"
"KRT7","EGFR"
"KRT7","LAPTM5"
"KRT7","KRT13"
"KRT7","GRB2"
"KRT7","HSPA1B"
"KRT7","HSPA1A"
"OS9","DYSF"
"OS9","EGLN1"
"OS9","FAM8A1"
"OS9","GGH"
"OS9","SORL1"
"OS9","FRAS1"
"OS9","FBXO15"
"OS9","P3H4"
"OS9","COL6A1"
"OS9","ITGB3BP"
"OS9","EGFR"
"OS9","SERPINH1"
"OS9","PTPRO"
"OS9","TXNDC11"
"OS9","ASGR2"
"OS9","SYVN1"
"OS9","KLK5"
"OS9","EMB"
"OS9","LAMB2"
"OS9","HPSE"
"OS9","SMAD2"
"OS9","IL17RA"
"OS9","SULF2"
"OS9","SERPINA1"
"OS9","COLGALT2"
"OS9","UBE2J1"
"OS9","SREBF2"
"OS9","TCTN1"
"LTV1","APP"
"LTV1","HNRNPU"
"LTV1","POC1A"
"LTV1","RPS14"
"LTV1","TSR1"
"LTV1","BMI1"
"LTV1","CEP120"
"LTV1","CEP19"
"LTV1","NTRK1"
"LTV1","ZBTB48"
"MAP7","TERF1"
"MAP7","PPP4R1"
"MAP7","PPP2R2B"
"MAP7","PCBD1"
"MAP7","TUBA1A"
"CD164","MYC"
"CD164","ACKR3"
"CD164","MYO5B"
"CD164","GRB2"
"CD164","ANKRD28"
"NHSL1","LCP1"
"NHSL1","ABI1"
"NHSL1","DST"
"NHSL1","KRT8"
"NHSL1","KRT19"
"NHSL1","BRK1"
"AHI1","MED4"
"AHI1","LRRC49"
"AHI1","PTPRQ"
"AHI1","CEP131"
"AHI1","SMYD2"
"AHI1","NPHP1"
"AHI1","DOCK5"
"AHI1","PPP2R2B"
"AHI1","CCDC138"
"AHI1","IQCB1"
"AHI1","MB21D2"
"AHI1","COL18A1"
"AHI1","PPP2R2A"
"HEY2","RBPMS"
"HEY2","HSF2BP"
"HEY2","SYVN1"
"HEY2","HAND2"
"HEY2","CASP3"
"HEY2","HEY1"
"HEY2","FBXO45"
"HEY2","PLSCR1"
"PKIB","PRKACB"
"PKIB","LY6D"
"MICAL1","ARHGAP26"
"MICAL1","CRK"
"MICAL1","PTK2"
"MICAL1","RAB1B"
"MICAL1","GRB2"
"MICAL1","SRC"
"MICAL1","NTRK1"
"STX11","RCBTB2"
"STX11","STXBP1"
"STX11","LRRC1"
"STX11","CDR2"
"STX11","KIFC3"
"STX11","APP"
"STX11","FARS2"
"STX11","TNFRSF21"
"STX11","PPP1R18"
"STX11","SHC3"
"STX11","MBIP"
"STX11","HAUS1"
"STX11","LONRF1"
"STX11","ZCCHC10"
"STX11","WDYHV1"
"STX11","MIS18A"
"STX11","IKZF3"
"STX11","STXBP5"
"STX11","CDCA7L"
"STX11","KIF7"
"STX11","AXIN2"
"STX11","FAM161A"
"STX11","STX8"
"STX11","CCBE1"
"STX11","TCF4"
"STX11","CCHCR1"
"STX11","BRK1"
"TEC","ERBB2"
"TEC","VAV1"
"TEC","PTPRG"
"TEC","PIK3R1"
"TEC","PTPRO"
"TEC","PTPRK"
"TEC","ASAP1"
"TEC","KIT"
"TEC","SHC1"
"TEC","JAK1"
"TEC","GRB2"
"TEC","IL3RA"
"TEC","SOCS1"
"TEC","PLCG2"
"TEC","LYN"
"PRADC1","WDYHV1"
"PRADC1","A2M"
"RAB11FIP5","MYC"
"RAB11FIP5","ARRB1"
"RAB11FIP5","ARRB2"
"RAB11FIP5","ARHGAP26"
"RAB11FIP5","HAUS1"
"RAB11FIP5","ARF6"
"RAB11FIP5","SMAD3"
"RAB11FIP5","SGF29"
"RAB11FIP5","SNX18"
"RAB11FIP5","TMEM17"
"RAB11FIP5","GRK5"
"RAB11FIP5","PPP2R2A"
"DYSF","ANKRD1"
"DYSF","EEF1A1"
"DYSF","APPL1"
"DYSF","COL6A3"
"DYSF","GNL3"
"DYSF","ANXA2"
"DYSF","NEB"
"GNS","MYC"
"GNS","SUMF1"
"GNS","GBP2"
"GNS","MVD"
"GNS","GRB2"
"GNS","SULF2"
"GNS","SRC"
"GNS","FGFR1OP"
"CPM","EGF"
"CPM","FTH1"
"CPM","ATP6AP2"
"CPM","FLNA"
"MDM2","DHX9"
"MDM2","IGF2BP3"
"MDM2","PIM1"
"MDM2","TUBB2A"
"MDM2","IER3"
"MDM2","ARRB1"
"MDM2","PAK6"
"MDM2","ESYT1"
"MDM2","RB1"
"MDM2","CUL4A"
"MDM2","IGF1R"
"MDM2","DET1"
"MDM2","ARRB2"
"MDM2","APP"
"MDM2","ABL2"
"MDM2","DTL"
"MDM2","S100A8"
"MDM2","RPL37"
"MDM2","DAAM2"
"MDM2","UHRF2"
"MDM2","CDKN2B"
"MDM2","CDKN2A"
"MDM2","ZNF462"
"MDM2","GSN"
"MDM2","SURF2"
"MDM2","FAM171A1"
"MDM2","ATM"
"MDM2","FEZ1"
"MDM2","LATS2"
"MDM2","DLAT"
"MDM2","FOXO1"
"MDM2","THYN1"
"MDM2","JMY"
"MDM2","HNRNPU"
"MDM2","RANBP2"
"MDM2","PTPRD"
"MDM2","SREK1"
"MDM2","MSI2"
"MDM2","UCHL1"
"MDM2","SORBS2"
"MDM2","XPC"
"MDM2","ELMSAN1"
"MDM2","EEF1A1"
"MDM2","MS4A1"
"MDM2","TSC22D3"
"MDM2","CUL4B"
"MDM2","HIST1H4H"
"MDM2","CCAR2"
"MDM2","NR2F6"
"MDM2","S100B"
"MDM2","S100A1"
"MDM2","IER2"
"MDM2","ALDH16A1"
"MDM2","JAK1"
"MDM2","DIRAS3"
"MDM2","NFIA"
"MDM2","PYHIN1"
"MDM2","RPL22L1"
"MDM2","RYBP"
"MDM2","RCHY1"
"MDM2","TOPBP1"
"MDM2","YEATS2"
"MDM2","GNL3"
"MDM2","HMGB2"
"MDM2","CASP3"
"MDM2","RPS14"
"MDM2","PGAM2"
"MDM2","NOLC1"
"MDM2","RPL27A"
"MDM2","TERF2IP"
"MDM2","MARS"
"MDM2","PDIA3"
"MDM2","RRM1"
"MDM2","TUBA1C"
"MDM2","IRF2"
"MDM2","CDKN2AIP"
"MDM2","ADRB2"
"MDM2","RASSF6"
"MDM2","UBE2E3"
"MDM2","NUDT9"
"MDM2","PA2G4"
"MDM2","PPM1D"
"MDM2","ZNF318"
"MDM2","RSL1D1"
"MDM2","MTBP"
"MDM2","TP53RK"
"MDM2","ZHX3"
"MDM2","KIAA1551"
"MDM2","RPL15"
"MDM2","HRAS"
"MDM2","CTBP2"
"MDM2","NR2F1"
"MDM2","SFN"
"MDM2","POLE"
"MDM2","JUN"
"MDM2","UBE2N"
"MDM2","SUZ12"
"MDM2","ERICH3"
"MDM2","SHARPIN"
"MDM2","NPM1"
"MDM2","PJA1"
"MDM2","UBE2E2"
"MDM2","CMSS1"
"MDM2","HIST2H2BE"
"MDM2","UBE2G2"
"MDM2","WT1"
"MDM2","F8"
"MDM2","SEMA4B"
"MDM2","RPS27L"
"MDM2","NR2F2"
"MDM2","PBX1"
"MDM2","HEXIM1"
"MDM2","KRT14"
"MDM2","NAP1L1"
"MDM2","SIRT7"
"MDM2","NOC2L"
"MDM2","ARID2"
"MDM2","FHIT"
"MDM2","HMGB1"
"MDM2","S100A4"
"MDM2","TUBB"
"MDM2","S100A2"
"MDM2","ZNF420"
"MDM2","HIST1H4C"
"MDM2","SRC"
"MDM2","GTF2E2"
"MDM2","OGDHL"
"MDM2","RPS26"
"MDM2","S100A6"
"MDM2","MAK16"
"MDM2","PIM3"
"MDM2","MDM4"
"MDM2","PFDN6"
"MDM2","EHMT2"
"MDM2","TRIM13"
"MDM2","HMGN1"
"MDM2","CSNK1E"
"MDM2","HLA-DMB"
"KLHL36","INA"
"KLHL36","EIF1AY"
"DYNC1LI2","DYNLT1"
"CCDC102A","RNF185"
"CCDC102A","TPM1"
"CCDC102A","DSN1"
"CCDC102A","VPS26B"
"CCDC102A","TXNDC11"
"CCDC102A","SYNC"
"CCDC102A","NAP1L5"
"CCDC102A","MAGEA1"
"AGT","PRCP"
"AGT","ENPEP"
"AGT","AGTR1"
"AGT","STAT3"
"AGT","GRB2"
"AGT","ATP6AP2"
"AGT","MME"
"URB2","BAG3"
"URB2","LMNA"
"URB2","MNDA"
"URB2","ATP6AP2"
"URB2","SIRT7"
"EGLN1","SPRY2"
"EGLN1","SDCBP"
"EGLN1","ZNF281"
"EGLN1","RHOBTB3"
"EGLN1","JUN"
"EGLN1","SIAH2"
"EGLN1","MTA1"
"EGLN1","MAGEA11"
"EGLN1","SRC"
"EGLN1","HIST1H3D"
"COG2","COG5"
"COG2","COMTD1"
"COG2","NTRK1"
"ABCB10","MYC"
"ABCB10","SLC39A4"
"ABCB10","NRG1"
"ABCB10","SLC24A5"
"ABCB10","SYCE3"
"ABCB10","HLA-DPA1"
"NTPCR","HECW2"
"NTPCR","EGFR"
"NTPCR","MEPCE"
"NTPCR","VCAM1"
"NTPCR","PPM1D"
"NTPCR","ZNF24"
"NTPCR","RIPK4"
"NTPCR","LRRK2"
"NTPCR","TFDP1"
"GLUL","SKIL"
"GLUL","RABEPK"
"GLUL","MYC"
"GLUL","NME7"
"GLUL","CYP39A1"
"GLUL","ASPSCR1"
"GLUL","PLEKHF2"
"GLUL","ZNRF1"
"GLUL","HLA-B"
"RNASEL","KIF23"
"RNASEL","TCF12"
"RNASEL","IQGAP1"
"RNASEL","CBX4"
"RNASEL","DOCK5"
"RNASEL","SMARCA5"
"RNASEL","BMI1"
"RNASEL","ADGRG2"
"RNASEL","HSPA1B"
"RNASEL","HSPA1A"
"DHX9","IGF2BP3"
"DHX9","SMC2"
"DHX9","IFI44L"
"DHX9","LRPPRC"
"DHX9","TMOD3"
"DHX9","GABARAPL1"
"DHX9","CUL4A"
"DHX9","MAP1LC3B"
"DHX9","ARHGDIA"
"DHX9","HDGF"
"DHX9","PARP1"
"DHX9","LBR"
"DHX9","TMF1"
"DHX9","LYAR"
"DHX9","EGFR"
"DHX9","MEPCE"
"DHX9","TRIM55"
"DHX9","MKI67"
"DHX9","HNRNPU"
"DHX9","RANBP2"
"DHX9","CHD1"
"DHX9","MAPK13"
"DHX9","ATAD2"
"DHX9","TNFRSF14"
"DHX9","CUL4B"
"DHX9","HIST1H4H"
"DHX9","IGF2BP1"
"DHX9","NFIA"
"DHX9","VCAM1"
"DHX9","SMARCAD1"
"DHX9","DNASE1L3"
